date,product_id,category,price,user_id,age,gender,location,number_of_reviews,average_rating,purchase_frequency,ad_spend,sales
2027-08-17,P2786,Books,829.29,U436,24,Male,WA,10,1.9,6,248.71,3654.17
2027-08-18,P2787,Electronics,951.52,U314,21,Female,CA,42,2.0,9,1554.5,3108.26
2027-08-19,P2788,Books,673.69,U413,63,Female,FL,25,1.1,3,785.55,686.78
2027-08-20,P2789,Clothing,936.54,U494,58,Male,NY,13,4.7,6,1667.0,3320.1
2027-08-21,P2790,Electronics,830.46,U886,40,Female,CA,45,2.9,4,1145.71,4915.53
2027-08-22,P2791,Furniture,207.4,U498,19,Male,TX,49,1.0,1,323.46,2399.09
2027-08-23,P2792,Electronics,260.8,U284,49,Male,OR,6,1.2,7,141.42,1066.46
2027-08-24,P2793,Clothing,377.88,U495,34,Female,NY,25,2.0,6,86.3,1459.18
2027-08-25,P2794,Clothing,608.11,U613,19,Female,NY,37,2.7,2,1704.81,285.58
2027-08-26,P2795,Clothing,133.77,U137,47,Female,IL,45,3.5,7,1034.14,4726.44
2027-08-27,P2796,Books,411.49,U712,55,Male,OR,16,2.6,8,876.99,211.63
2027-08-28,P2797,Books,326.88,U197,38,Female,IL,15,1.5,6,1168.89,3631.58
2027-08-29,P2798,Electronics,672.84,U110,48,Male,NV,11,1.1,4,1665.23,4674.94
2027-08-30,P2799,Furniture,22.9,U741,30,Female,TX,6,3.4,2,1855.84,468.33
2027-08-31,P2800,Electronics,68.19,U758,56,Male,FL,16,1.5,4,1323.91,3956.26
2027-09-01,P2801,Books,520.96,U967,22,Male,WA,30,5.0,3,1508.73,1245.35
2027-09-02,P2802,Books,648.2,U617,60,Female,CA,10,2.0,2,1224.29,3099.8
2027-09-03,P2803,Electronics,867.58,U824,57,Male,TX,30,1.2,3,1491.14,3050.8
2027-09-04,P2804,Furniture,624.47,U51,50,Male,NY,28,2.7,2,408.31,428.85
2027-09-05,P2805,Electronics,248.35,U28,47,Male,FL,49,1.1,1,1445.39,3151.23
2027-09-06,P2806,Furniture,524.45,U470,52,Male,IL,0,4.0,3,1448.8,2669.62
2027-09-07,P2807,Furniture,228.99,U799,36,Male,WA,2,2.6,7,1284.48,3540.87
2027-09-08,P2808,Electronics,721.74,U607,27,Male,CA,49,3.3,9,207.86,2513.7
2027-09-09,P2809,Furniture,909.28,U623,47,Female,NY,23,1.7,9,871.89,4173.59
2027-09-10,P2810,Clothing,832.29,U609,38,Female,OR,42,1.5,2,454.92,1493.19
2027-09-11,P2811,Clothing,696.2,U782,40,Male,OR,11,1.2,7,799.93,4165.65
2027-09-12,P2812,Furniture,11.93,U218,47,Female,IL,20,4.4,5,1281.0,2335.97
2027-09-13,P2813,Electronics,669.29,U339,24,Male,NY,39,1.2,4,644.17,2703.62
2027-09-14,P2814,Furniture,711.89,U219,63,Female,WA,40,3.9,4,1264.98,800.09
2027-09-15,P2815,Furniture,454.51,U888,39,Male,NV,21,2.6,3,201.07,3971.25
2027-09-16,P2816,Electronics,347.36,U373,26,Female,TX,23,2.3,5,1063.35,4850.51
2027-09-17,P2817,Clothing,454.74,U956,30,Female,OR,6,2.8,3,1785.9,4479.29
2027-09-18,P2818,Books,448.52,U169,21,Male,TX,23,2.1,8,592.14,3951.08
2027-09-19,P2819,Books,222.13,U122,62,Male,WA,48,2.9,9,954.72,4220.99
2027-09-20,P2820,Clothing,927.9,U521,54,Female,CA,6,2.2,1,1201.14,4619.53
2027-09-21,P2821,Clothing,178.25,U259,60,Male,TX,27,2.7,1,1304.19,632.28
2027-09-22,P2822,Clothing,971.51,U148,27,Female,NY,44,3.3,7,1851.25,757.2
2027-09-23,P2823,Electronics,361.34,U245,31,Female,FL,36,1.6,8,1621.67,2319.1
2027-09-24,P2824,Clothing,858.52,U560,32,Female,WA,19,2.4,6,966.81,3242.57
2027-09-25,P2825,Furniture,684.32,U577,52,Female,TX,28,2.0,4,1125.98,715.09
2027-09-26,P2826,Electronics,566.79,U623,55,Male,TX,3,3.2,1,772.18,503.29
2027-09-27,P2827,Furniture,102.14,U529,29,Female,OR,14,2.2,3,967.12,4238.24
2027-09-28,P2828,Electronics,79.56,U177,63,Male,TX,22,2.2,8,1086.37,2031.33
2027-09-29,P2829,Clothing,836.04,U73,21,Male,NY,14,1.5,6,345.21,3220.94
2027-09-30,P2830,Furniture,73.16,U207,28,Male,NY,25,4.5,1,1691.47,658.91
2027-10-01,P2831,Electronics,560.66,U560,43,Male,OR,48,3.4,8,623.28,2116.22
2027-10-02,P2832,Electronics,554.25,U599,46,Female,IL,11,1.9,5,1693.45,3638.11
2027-10-03,P2833,Furniture,175.13,U422,56,Male,FL,6,2.4,4,840.17,2252.51
2027-10-04,P2834,Clothing,396.05,U5,54,Female,NV,17,1.6,7,1104.32,730.03
2027-10-05,P2835,Books,904.68,U755,33,Male,CA,4,4.9,3,638.05,2940.79
2027-10-06,P2836,Books,191.69,U611,32,Female,OR,14,2.4,9,1634.41,4617.1
2027-10-07,P2837,Clothing,774.01,U720,43,Female,NV,23,2.3,9,1036.34,566.74
2027-10-08,P2838,Clothing,194.11,U946,30,Female,NY,5,2.8,3,1048.82,802.34
2027-10-09,P2839,Books,349.84,U231,18,Male,NY,21,1.2,5,955.97,3702.07
2027-10-10,P2840,Books,247.4,U810,48,Male,OR,1,2.7,8,956.12,3714.09
2027-10-11,P2841,Electronics,509.68,U36,20,Female,TX,24,2.9,2,1731.45,3691.6
2027-10-12,P2842,Furniture,559.79,U351,45,Male,IL,49,1.7,1,1882.89,4987.04
2027-10-13,P2843,Electronics,442.12,U99,34,Male,IL,8,2.8,5,1197.66,3079.48
2027-10-14,P2844,Furniture,483.22,U665,37,Female,IL,45,3.6,2,1427.64,2177.7
2027-10-15,P2845,Books,534.85,U512,36,Female,OR,19,4.9,5,810.13,4713.7
2027-10-16,P2846,Furniture,272.44,U52,58,Female,CA,48,4.2,5,840.57,2351.49
2027-10-17,P2847,Furniture,451.91,U530,38,Male,CA,25,1.7,1,1637.98,1976.74
2027-10-18,P2848,Electronics,780.6,U689,46,Female,NY,10,4.0,5,1526.21,1065.98
2027-10-19,P2849,Electronics,367.67,U124,22,Male,NV,9,1.7,4,1133.16,3771.42
2027-10-20,P2850,Electronics,346.33,U140,41,Male,WA,37,3.4,7,301.16,4273.57
2027-10-21,P2851,Furniture,875.17,U570,44,Female,IL,3,3.1,9,425.93,1363.27
2027-10-22,P2852,Clothing,539.16,U195,54,Female,TX,33,2.9,7,1783.32,4476.77
2027-10-23,P2853,Furniture,953.73,U129,63,Female,OR,13,4.1,9,1591.2,874.83
2027-10-24,P2854,Electronics,471.61,U983,20,Female,CA,34,4.7,5,1003.49,2257.5
2027-10-25,P2855,Clothing,109.12,U117,20,Female,TX,35,3.6,8,251.34,4618.31
2027-10-26,P2856,Books,164.95,U272,61,Female,NV,5,2.3,7,1563.49,374.96
2027-10-27,P2857,Books,551.66,U850,20,Male,WA,17,1.2,6,1482.19,2519.82
2027-10-28,P2858,Electronics,806.27,U799,20,Male,WA,22,2.1,8,1126.8,2421.91
2027-10-29,P2859,Clothing,482.77,U920,53,Male,CA,23,3.1,4,467.92,1723.2
2027-10-30,P2860,Furniture,516.75,U803,60,Male,NY,23,2.3,5,74.24,1163.18
2027-10-31,P2861,Electronics,616.71,U810,53,Male,WA,4,3.2,8,1245.93,3718.87
2027-11-01,P2862,Books,477.28,U6,55,Male,CA,40,1.9,1,1742.27,2950.02
2027-11-02,P2863,Books,190.93,U186,49,Female,WA,27,1.1,8,597.39,4013.99
2027-11-03,P2864,Books,355.31,U541,57,Male,WA,23,3.9,2,246.21,745.48
2027-11-04,P2865,Electronics,27.04,U708,63,Male,CA,30,4.7,6,1832.24,1011.04
2027-11-05,P2866,Electronics,144.01,U105,36,Female,TX,24,4.4,3,1995.46,1729.38
2027-11-06,P2867,Books,669.84,U215,34,Male,FL,37,4.8,1,1568.3,2343.37
2027-11-07,P2868,Furniture,428.04,U731,34,Male,WA,9,4.6,7,830.27,2169.91
2027-11-08,P2869,Books,423.98,U866,53,Male,OR,2,4.3,6,1901.17,244.78
2027-11-09,P2870,Furniture,50.83,U926,36,Male,OR,31,2.9,2,1073.84,3329.08
2027-11-10,P2871,Books,640.77,U599,55,Female,OR,42,1.5,7,250.89,2177.64
2027-11-11,P2872,Books,978.29,U444,38,Female,WA,5,3.3,1,1372.6,2402.79
2027-11-12,P2873,Books,620.67,U781,39,Female,NV,13,3.4,9,845.37,3526.27
2027-11-13,P2874,Furniture,110.76,U80,24,Male,IL,28,1.6,8,1855.68,1997.1
2027-11-14,P2875,Electronics,936.89,U264,22,Female,IL,27,5.0,7,549.31,2087.77
2027-11-15,P2876,Clothing,769.8,U115,42,Male,IL,38,4.9,1,1857.14,3621.21
2027-11-16,P2877,Furniture,177.48,U21,40,Male,OR,40,2.3,2,266.14,4692.98
2027-11-17,P2878,Clothing,631.97,U12,63,Male,FL,23,1.9,1,809.94,2936.27
2027-11-18,P2879,Books,458.89,U400,54,Male,OR,30,4.6,6,1603.98,797.07
2027-11-19,P2880,Electronics,551.39,U414,21,Female,TX,9,3.6,8,884.59,1751.47
2027-11-20,P2881,Books,163.93,U824,52,Male,NV,19,4.6,3,346.72,2047.33
2027-11-21,P2882,Furniture,803.38,U36,27,Male,NY,14,3.0,1,1798.41,3901.29
2027-11-22,P2883,Electronics,597.84,U973,19,Female,IL,4,2.6,1,1902.82,3724.85
2027-11-23,P2884,Electronics,828.91,U811,36,Female,CA,43,2.4,1,389.9,3670.3
2027-11-24,P2885,Electronics,471.32,U27,43,Female,WA,34,3.3,8,1043.66,3703.78
2027-11-25,P2886,Clothing,290.85,U564,44,Male,IL,3,2.2,5,1749.25,3833.9
2027-11-26,P2887,Clothing,184.08,U321,38,Female,WA,30,2.0,5,975.02,2379.76
2027-11-27,P2888,Electronics,420.65,U120,57,Male,OR,35,4.4,8,1416.14,3374.85
2027-11-28,P2889,Furniture,782.88,U248,37,Female,NV,5,2.8,4,1463.24,4640.67
2027-11-29,P2890,Electronics,54.41,U231,42,Female,WA,22,4.6,8,1585.36,104.99
2027-11-30,P2891,Electronics,181.85,U827,22,Male,NV,35,3.1,4,1973.9,2980.63
2027-12-01,P2892,Clothing,717.13,U27,21,Female,FL,20,4.7,1,617.9,3832.3
2027-12-02,P2893,Books,988.97,U122,38,Male,FL,9,2.9,8,155.06,4017.0
2027-12-03,P2894,Books,505.02,U790,43,Male,NV,45,3.0,9,1565.31,487.67
2027-12-04,P2895,Electronics,502.31,U631,47,Female,FL,37,4.6,8,1186.52,2988.58
2027-12-05,P2896,Books,844.47,U969,19,Female,FL,47,1.0,5,1458.51,560.51
2027-12-06,P2897,Books,694.94,U930,39,Female,CA,24,4.9,9,402.23,3363.04
2027-12-07,P2898,Electronics,156.87,U238,26,Female,NY,32,1.5,1,436.33,2993.86
2027-12-08,P2899,Furniture,542.59,U736,49,Male,WA,34,1.2,6,467.55,2847.06
2027-12-09,P2900,Clothing,87.29,U92,53,Male,TX,18,3.9,1,1083.53,35.7
2027-12-10,P2901,Books,933.82,U626,37,Female,CA,9,2.2,8,1791.56,1346.68
2027-12-11,P2902,Clothing,357.84,U79,20,Female,NY,1,2.3,6,810.72,1555.18
2027-12-12,P2903,Books,113.37,U322,20,Male,TX,38,4.0,4,468.99,107.26
2027-12-13,P2904,Books,91.11,U126,63,Female,CA,9,3.0,5,419.48,2896.96
2027-12-14,P2905,Furniture,702.94,U546,39,Male,NY,34,2.0,7,878.72,3671.49
2027-12-15,P2906,Furniture,993.71,U98,25,Male,FL,0,3.8,1,686.64,1489.76
2027-12-16,P2907,Clothing,864.04,U723,26,Female,OR,22,3.7,8,1246.17,2254.46
2027-12-17,P2908,Books,246.29,U272,32,Male,NV,31,1.9,5,880.56,312.67
2027-12-18,P2909,Books,84.3,U563,22,Male,WA,26,1.8,3,887.85,2320.23
2027-12-19,P2910,Clothing,969.85,U247,29,Female,IL,14,2.3,6,1086.83,809.88
2027-12-20,P2911,Electronics,911.27,U502,56,Female,CA,20,3.1,6,776.21,1714.37
2027-12-21,P2912,Electronics,972.44,U721,62,Male,IL,38,2.4,2,1550.31,3238.95
2027-12-22,P2913,Books,631.65,U984,37,Female,TX,7,4.5,3,819.6,1918.78
2027-12-23,P2914,Books,407.29,U545,64,Male,WA,29,2.1,2,1376.89,232.3
2027-12-24,P2915,Furniture,903.41,U409,25,Female,IL,12,2.7,3,380.9,3885.12
2027-12-25,P2916,Electronics,43.89,U607,59,Female,WA,26,3.3,9,471.91,2646.91
2027-12-26,P2917,Books,988.38,U959,55,Female,FL,49,2.8,1,1388.3,3923.46
2027-12-27,P2918,Books,915.9,U667,50,Male,OR,48,4.2,4,185.71,1964.74
2027-12-28,P2919,Furniture,793.52,U312,27,Male,IL,19,1.9,2,372.36,3791.26
2027-12-29,P2920,Electronics,577.9,U756,63,Female,TX,30,4.5,8,796.98,1869.35
2027-12-30,P2921,Books,246.38,U901,62,Female,IL,32,2.5,1,835.87,1230.31
2027-12-31,P2922,Electronics,839.67,U593,26,Male,FL,43,4.7,2,1832.19,3081.23
2028-01-01,P2923,Books,45.65,U780,19,Female,WA,49,4.4,7,1116.79,2535.55
2028-01-02,P2924,Electronics,529.4,U719,18,Female,CA,37,1.0,3,1334.15,3405.11
2028-01-03,P2925,Clothing,332.55,U88,59,Male,IL,7,3.0,1,1220.92,2580.76
2028-01-04,P2926,Furniture,339.77,U709,40,Female,NY,32,1.5,6,1970.55,224.15
2028-01-05,P2927,Books,304.93,U848,37,Male,NY,44,1.6,9,1130.67,4340.66
2028-01-06,P2928,Electronics,253.78,U102,40,Male,NV,4,3.3,7,151.78,3127.05
2028-01-07,P2929,Clothing,672.08,U527,63,Female,CA,9,2.7,4,1684.66,1139.08
2028-01-08,P2930,Electronics,567.77,U713,52,Male,IL,16,3.2,3,604.61,2889.9
2028-01-09,P2931,Furniture,919.29,U446,24,Male,CA,48,1.5,2,1282.04,468.7
2028-01-10,P2932,Books,422.56,U63,25,Male,WA,10,2.3,9,469.07,3000.47
2028-01-11,P2933,Clothing,114.81,U524,56,Male,NV,1,3.4,6,1678.43,1156.87
2028-01-12,P2934,Books,642.49,U518,59,Female,IL,23,1.7,4,1829.95,4299.87
2028-01-13,P2935,Furniture,620.28,U470,20,Female,OR,7,4.5,5,1594.18,2642.41
2028-01-14,P2936,Electronics,110.78,U842,43,Female,NY,36,1.2,9,1478.78,4422.65
2028-01-15,P2937,Books,920.25,U961,44,Female,WA,11,2.0,2,1165.53,1455.13
2028-01-16,P2938,Books,625.29,U806,46,Male,WA,1,1.9,3,1094.49,1891.95
2028-01-17,P2939,Clothing,385.95,U517,39,Male,TX,23,4.4,8,1392.73,1197.79
2028-01-18,P2940,Furniture,368.2,U365,31,Female,NV,18,3.9,3,247.36,1870.23
2028-01-19,P2941,Furniture,652.07,U604,43,Male,TX,47,3.1,8,587.37,3597.38
2028-01-20,P2942,Electronics,133.19,U636,45,Female,WA,37,2.3,2,804.08,3925.02
2028-01-21,P2943,Electronics,729.36,U477,61,Female,IL,11,3.0,8,728.18,1691.03
2028-01-22,P2944,Clothing,69.53,U838,28,Male,NV,46,4.5,4,75.14,59.13
2028-01-23,P2945,Electronics,88.64,U772,62,Female,NY,49,3.2,4,620.73,634.64
2028-01-24,P2946,Electronics,366.97,U883,63,Male,FL,15,5.0,4,126.39,3421.41
2028-01-25,P2947,Books,478.24,U549,37,Female,IL,15,1.8,4,540.98,1456.2
2028-01-26,P2948,Furniture,977.67,U708,51,Female,TX,0,3.2,2,317.64,2747.36
2028-01-27,P2949,Books,246.79,U9,30,Male,CA,7,3.1,6,655.91,261.28
2028-01-28,P2950,Electronics,30.37,U976,30,Male,NV,8,2.9,6,1356.09,4030.34
2028-01-29,P2951,Clothing,681.47,U344,64,Female,WA,44,4.2,1,1242.36,2138.64
2028-01-30,P2952,Furniture,959.51,U765,42,Female,IL,32,1.4,5,94.8,1553.83
2028-01-31,P2953,Clothing,993.61,U750,55,Male,NY,27,1.3,5,1948.02,967.9
2028-02-01,P2954,Electronics,927.3,U666,45,Female,CA,27,3.0,1,215.56,4058.92
2028-02-02,P2955,Clothing,186.3,U350,61,Female,NV,29,4.0,8,622.36,3351.89
2028-02-03,P2956,Books,215.96,U924,23,Male,IL,9,3.0,3,323.95,4673.6
2028-02-04,P2957,Clothing,776.21,U544,18,Female,NY,6,4.2,8,1215.88,1516.02
2028-02-05,P2958,Furniture,293.41,U596,26,Female,NY,33,2.7,7,1621.95,4758.46
2028-02-06,P2959,Clothing,793.15,U560,48,Male,FL,17,1.6,7,798.81,1715.67
2028-02-07,P2960,Furniture,660.98,U645,35,Male,OR,24,4.5,8,1287.86,4504.19
2028-02-08,P2961,Furniture,343.38,U505,64,Male,TX,8,1.9,8,1802.99,2841.58
2028-02-09,P2962,Electronics,542.98,U585,38,Female,WA,4,1.8,4,120.2,2818.54
2028-02-10,P2963,Electronics,339.43,U128,40,Male,FL,19,3.8,4,162.41,3816.52
2028-02-11,P2964,Furniture,102.23,U594,30,Male,FL,0,3.1,4,1083.76,3573.74
2028-02-12,P2965,Electronics,388.97,U565,57,Male,CA,33,4.4,7,296.64,757.73
2028-02-13,P2966,Clothing,63.87,U477,50,Male,TX,40,4.8,1,1097.67,626.05
2028-02-14,P2967,Furniture,498.71,U837,43,Male,WA,1,3.0,4,1016.73,3962.66
2028-02-15,P2968,Books,486.27,U713,21,Male,WA,46,2.0,3,1107.49,3557.37
2028-02-16,P2969,Books,938.53,U468,54,Male,TX,28,2.7,5,257.78,1816.14
2028-02-17,P2970,Clothing,997.32,U817,53,Male,FL,22,3.6,1,1718.55,4750.18
2028-02-18,P2971,Furniture,232.38,U589,25,Male,NV,20,3.5,4,148.58,2377.21
2028-02-19,P2972,Electronics,473.15,U997,29,Male,OR,16,3.0,1,206.0,2655.56
2028-02-20,P2973,Electronics,227.06,U520,21,Female,NV,46,1.6,7,687.34,3301.39
2028-02-21,P2974,Electronics,388.28,U321,39,Female,FL,0,4.8,1,1606.15,2866.23
2028-02-22,P2975,Furniture,504.44,U77,55,Female,FL,5,2.0,5,758.56,3728.67
2028-02-23,P2976,Electronics,128.99,U386,37,Male,OR,37,1.1,7,1022.46,3636.85
2028-02-24,P2977,Books,835.52,U347,33,Female,IL,21,4.1,4,1473.51,2550.97
2028-02-25,P2978,Clothing,961.32,U475,57,Male,OR,0,2.4,4,514.69,3233.47
2028-02-26,P2979,Books,354.83,U882,53,Male,NV,15,4.7,5,567.1,205.26
2028-02-27,P2980,Clothing,664.17,U29,37,Female,CA,16,4.0,5,1973.53,2204.89
2028-02-28,P2981,Clothing,751.6,U712,64,Male,CA,48,2.8,7,666.81,1366.05
2028-02-29,P2982,Clothing,382.52,U830,34,Male,NV,0,3.0,1,1604.29,1687.98
2028-03-01,P2983,Books,677.79,U607,19,Male,NY,35,2.5,1,804.65,2145.11
2028-03-02,P2984,Electronics,321.49,U816,19,Female,FL,38,4.5,5,1324.54,1418.53
2028-03-03,P2985,Books,429.67,U960,31,Male,NV,31,2.5,8,1847.34,3215.86
2028-03-04,P2986,Furniture,66.25,U837,61,Female,NY,2,3.4,2,1578.03,2257.04
2028-03-05,P2987,Books,433.7,U709,56,Male,NV,37,3.5,2,70.64,4227.51
2028-03-06,P2988,Clothing,126.91,U636,57,Female,CA,12,3.5,2,885.78,575.55
2028-03-07,P2989,Clothing,166.03,U540,40,Female,TX,40,3.9,5,481.63,488.99
2028-03-08,P2990,Clothing,272.14,U183,18,Male,FL,43,1.1,2,1084.49,1641.71
2028-03-09,P2991,Clothing,986.12,U391,28,Male,NV,10,2.7,7,1454.06,1854.78
2028-03-10,P2992,Electronics,771.86,U137,55,Male,TX,24,3.4,3,1096.38,1539.94
2028-03-11,P2993,Furniture,662.89,U8,37,Female,IL,33,2.3,8,899.1,1509.87
2028-03-12,P2994,Books,770.54,U435,58,Female,IL,37,2.8,4,887.32,4146.69
2028-03-13,P2995,Clothing,606.86,U864,31,Female,NV,0,3.5,1,1188.63,543.87
2028-03-14,P2996,Books,95.68,U18,30,Male,NV,33,4.2,1,236.01,2903.53
2028-03-15,P2997,Books,920.09,U888,44,Male,NY,4,4.6,7,1975.79,152.7
2028-03-16,P2998,Books,727.5,U609,48,Female,TX,3,2.9,1,497.2,1189.57
2028-03-17,P2999,Clothing,999.07,U946,19,Male,TX,21,3.4,1,73.54,4350.44
2028-03-18,P3000,Electronics,783.81,U79,27,Female,WA,25,1.3,6,520.07,749.71
2028-03-19,P3001,Clothing,809.85,U346,31,Female,CA,35,2.5,7,1967.04,917.91
2028-03-20,P3002,Electronics,858.06,U468,34,Female,OR,18,2.7,8,1214.24,2888.03
2028-03-21,P3003,Furniture,329.03,U436,25,Female,CA,31,4.5,8,1035.61,1106.6
2028-03-22,P3004,Electronics,306.46,U951,58,Male,CA,15,2.9,2,1302.5,744.26
2028-03-23,P3005,Clothing,873.4,U554,18,Female,FL,38,2.1,2,938.6,3315.9
2028-03-24,P3006,Electronics,919.46,U796,38,Female,FL,20,3.3,4,1647.45,3050.89
2028-03-25,P3007,Furniture,423.37,U699,54,Female,OR,36,4.7,3,1744.19,2533.33
2028-03-26,P3008,Clothing,623.01,U84,61,Female,FL,9,2.3,8,1848.02,797.43
2028-03-27,P3009,Clothing,384.98,U467,36,Female,NY,18,4.7,3,1268.22,2247.98
2028-03-28,P3010,Books,870.69,U414,39,Female,NY,46,3.1,1,1929.85,3538.01
2028-03-29,P3011,Furniture,753.03,U341,58,Female,OR,13,2.3,2,684.18,1825.9
2028-03-30,P3012,Furniture,754.73,U602,64,Male,CA,41,4.4,6,719.22,3729.1
2028-03-31,P3013,Electronics,844.59,U225,62,Male,OR,7,3.6,6,1574.46,1922.0
2028-04-01,P3014,Clothing,416.69,U979,57,Female,NV,44,1.6,1,278.21,3154.45
2028-04-02,P3015,Clothing,229.07,U997,22,Male,WA,39,2.8,2,1860.74,544.69
2028-04-03,P3016,Clothing,623.87,U568,44,Male,IL,19,2.2,3,74.24,1965.6
2028-04-04,P3017,Books,907.08,U756,48,Male,FL,8,3.6,4,1281.37,1151.05
2028-04-05,P3018,Books,544.99,U438,26,Male,TX,47,4.7,5,1602.51,3483.97
2028-04-06,P3019,Electronics,806.2,U419,50,Male,NY,35,2.2,5,381.52,834.94
2028-04-07,P3020,Furniture,922.09,U36,23,Male,IL,27,2.7,5,1945.71,850.32
2028-04-08,P3021,Electronics,728.16,U123,52,Female,NY,29,1.4,8,1712.84,4820.59
2028-04-09,P3022,Books,583.41,U192,54,Male,IL,2,1.2,1,1435.33,2996.69
2028-04-10,P3023,Clothing,17.76,U384,32,Male,CA,42,2.2,1,1533.23,2120.58
2028-04-11,P3024,Clothing,704.41,U646,37,Female,NY,39,1.9,6,370.63,1251.69
2028-04-12,P3025,Electronics,17.11,U133,58,Female,IL,3,1.8,8,1570.96,3276.03
2028-04-13,P3026,Electronics,426.86,U810,46,Female,WA,21,2.0,9,1526.2,3040.89
2028-04-14,P3027,Furniture,917.29,U3,60,Female,WA,1,1.3,6,513.31,1926.02
2028-04-15,P3028,Books,677.22,U730,43,Female,IL,49,3.5,4,861.97,4652.33
2028-04-16,P3029,Clothing,146.4,U953,51,Male,OR,34,2.3,2,1032.2,4120.19
2028-04-17,P3030,Electronics,848.83,U206,64,Male,WA,19,1.9,8,1173.8,799.71
2028-04-18,P3031,Electronics,476.41,U294,55,Female,FL,32,2.9,2,1763.89,1186.12
2028-04-19,P3032,Electronics,109.3,U44,39,Male,NY,40,4.2,4,1440.17,1113.63
2028-04-20,P3033,Books,209.48,U151,48,Female,CA,27,3.9,1,818.33,3937.13
2028-04-21,P3034,Furniture,378.91,U699,41,Male,CA,47,1.9,7,1633.48,3861.34
2028-04-22,P3035,Electronics,753.95,U155,19,Female,TX,20,2.0,6,422.48,3278.5
2028-04-23,P3036,Books,357.02,U878,33,Female,OR,25,4.4,5,1549.69,2956.31
2028-04-24,P3037,Books,42.48,U911,29,Female,OR,20,3.1,2,1285.12,2883.13
2028-04-25,P3038,Clothing,710.19,U13,35,Male,OR,16,3.2,5,985.21,156.85
2028-04-26,P3039,Furniture,428.05,U516,43,Male,WA,36,4.1,9,1349.23,1210.17
2028-04-27,P3040,Clothing,159.03,U139,53,Male,NY,43,2.1,5,1914.72,3596.93
2028-04-28,P3041,Books,648.0,U681,23,Male,NY,45,1.4,4,1772.75,4496.04
2028-04-29,P3042,Furniture,56.91,U490,55,Male,IL,15,3.7,2,1129.18,1440.67
2028-04-30,P3043,Books,418.77,U660,45,Female,WA,24,1.3,7,243.8,4754.09
2028-05-01,P3044,Electronics,78.71,U406,39,Female,WA,43,4.4,5,1800.2,1895.71
2028-05-02,P3045,Clothing,308.07,U476,25,Male,CA,29,3.4,5,1767.92,4701.27
2028-05-03,P3046,Books,892.91,U882,37,Female,OR,14,3.7,9,138.22,2231.38
2028-05-04,P3047,Books,944.3,U295,26,Male,CA,35,2.5,5,1346.24,3271.57
2028-05-05,P3048,Electronics,628.25,U413,32,Female,OR,35,4.8,5,1736.06,2330.97
2028-05-06,P3049,Books,153.87,U934,47,Female,FL,5,4.6,4,668.45,2174.42
2028-05-07,P3050,Electronics,29.29,U522,59,Male,CA,39,1.0,6,1724.75,408.94
2028-05-08,P3051,Electronics,337.54,U832,30,Male,WA,14,3.5,2,1788.73,4810.06
2028-05-09,P3052,Clothing,582.01,U549,29,Male,WA,33,3.6,7,130.36,3120.07
2028-05-10,P3053,Books,740.11,U228,61,Female,FL,29,4.4,2,372.54,2207.23
2028-05-11,P3054,Furniture,711.83,U24,62,Male,WA,42,2.7,5,451.59,356.78
2028-05-12,P3055,Clothing,117.5,U476,32,Female,TX,0,3.1,3,1502.62,4635.63
2028-05-13,P3056,Furniture,783.78,U384,48,Female,FL,0,3.6,3,466.89,815.06
2028-05-14,P3057,Furniture,962.13,U129,57,Male,NV,30,2.9,4,1951.08,4500.87
2028-05-15,P3058,Furniture,320.45,U119,49,Female,TX,22,1.0,5,1769.92,642.76
2028-05-16,P3059,Electronics,411.86,U254,21,Female,WA,3,4.3,1,797.01,2301.67
2028-05-17,P3060,Electronics,968.1,U576,25,Female,FL,23,3.2,5,1831.36,480.0
2028-05-18,P3061,Furniture,35.52,U630,61,Female,FL,6,1.0,3,1400.09,997.92
2028-05-19,P3062,Clothing,832.87,U406,63,Female,CA,31,4.9,1,1761.25,3873.45
2028-05-20,P3063,Furniture,213.7,U420,21,Female,WA,32,3.3,4,441.14,3330.43
2028-05-21,P3064,Clothing,518.67,U826,30,Female,IL,9,3.8,8,922.61,155.6
2028-05-22,P3065,Furniture,514.66,U878,61,Female,WA,4,2.3,6,1180.39,4268.24
2028-05-23,P3066,Electronics,524.83,U57,36,Female,CA,20,3.4,9,503.12,4238.12
2028-05-24,P3067,Furniture,778.93,U501,23,Male,FL,25,1.9,9,1744.33,3316.35
2028-05-25,P3068,Furniture,748.2,U975,38,Female,FL,27,4.4,6,1404.63,2415.62
2028-05-26,P3069,Electronics,298.44,U476,47,Female,FL,28,3.9,4,1637.07,3693.87
2028-05-27,P3070,Books,194.31,U126,62,Female,NY,24,1.3,8,780.82,4633.57
2028-05-28,P3071,Furniture,723.09,U835,58,Male,TX,36,4.9,2,1902.39,4522.16
2028-05-29,P3072,Electronics,400.47,U965,25,Male,NY,5,3.3,4,582.75,216.2
2028-05-30,P3073,Clothing,933.34,U115,37,Female,NV,15,1.3,7,1945.78,2918.65
2028-05-31,P3074,Electronics,226.55,U691,46,Female,WA,41,4.2,3,479.0,4390.71
2028-06-01,P3075,Clothing,79.24,U271,47,Female,IL,19,3.0,1,1000.56,2455.84
2028-06-02,P3076,Furniture,452.84,U385,20,Male,FL,21,1.3,3,1357.91,1154.24
